image_path,question,GT,Pred,sub_tag,sub_sub_tag
164_2700.jpg,"Which tool is used by the operator’s left hand, performing retract on gallbladder?",grasper,grasper,Word_Cue,Instrument
164_2700.jpg,What action is the grasper used by the operator’s left hand performing?,retract,retract,Word_Cue,Action
164_2700.jpg,Which anatomical structure is the grasper used by the operator’s left hand interacting with?,gallbladder,gallbladder,Word_Cue,Target
164_2700.jpg,Which anatomical structure lies immediately below of the structure that the grasper used by the operator’s left hand is acting on?,cystic_duct,cystic_duct,Word_Cue,anatomy_hop
164_2700.jpg,Which anatomical structure lies immediately below of the structure that the grasper used by the operator’s left hand is acting on?,calot_triangle,cystic_duct,Word_Cue,anatomy_hop
164_3450.jpg,"Which tool is used by the operator’s right hand, performing clip on cystic_artery?",clipper,clipper,Word_Cue,Instrument
164_3450.jpg,What action is the clipper used by the operator’s right hand performing?,clip,clip,Word_Cue,Action
164_3450.jpg,Which anatomical structure is the clipper used by the operator’s right hand interacting with?,cystic_artery,cystic_artery,Word_Cue,Target
164_3450.jpg,Which anatomical structure lies immediately below of the structure that the clipper used by the operator’s right hand is acting on?,calot_triangle,cystic_duct,Word_Cue,anatomy_hop
164_3450.jpg,Which anatomical structure lies immediately below of the structure that the clipper used by the operator’s right hand is acting on?,cystic_duct,cystic_duct,Word_Cue,anatomy_hop
165_23650.jpg,"Which tool is used by the operator’s left hand, performing retract on gallbladder?",grasper,grasper,Word_Cue,Instrument
165_23650.jpg,What action is the grasper used by the operator’s left hand performing?,retract,retract,Word_Cue,Action
165_23650.jpg,Which anatomical structure is the grasper used by the operator’s left hand interacting with?,gallbladder,gallbladder,Word_Cue,Target
165_23650.jpg,Which anatomical structure lies immediately right of the structure that the grasper used by the operator’s left hand is acting on?,cystic_duct,cystic_artery,Word_Cue,anatomy_hop
165_23650.jpg,Which anatomical structure lies immediately right of the structure that the grasper used by the operator’s left hand is acting on?,calot_triangle,cystic_artery,Word_Cue,anatomy_hop
165_24400.jpg,"Which tool is used by the operator’s left hand, performing retract on gallbladder?",grasper,grasper,Word_Cue,Instrument
165_24400.jpg,What action is the grasper used by the operator’s left hand performing?,retract,retract,Word_Cue,Action
165_24400.jpg,Which anatomical structure is the grasper used by the operator’s left hand interacting with?,gallbladder,gallbladder,Word_Cue,Target
165_24400.jpg,Which anatomical structure lies immediately right of the structure that the grasper used by the operator’s left hand is acting on?,cystic_duct,cystic_duct,Word_Cue,anatomy_hop
165_24400.jpg,Which anatomical structure lies immediately right of the structure that the grasper used by the operator’s left hand is acting on?,calot_triangle,cystic_duct,Word_Cue,anatomy_hop
165_24400.jpg,"Which tool is used by the operator’s right hand, performing clip on cystic_duct?",clipper,clipper,Word_Cue,Instrument
165_24400.jpg,What action is the clipper used by the operator’s right hand performing?,clip,clip,Word_Cue,Action
165_24400.jpg,Which anatomical structure is the clipper used by the operator’s right hand interacting with?,cystic_duct,cystic_artery,Word_Cue,Target
165_24400.jpg,Which anatomical structure lies immediately left of the structure that the clipper used by the operator’s right hand is acting on?,gallbladder,gallbladder,Word_Cue,anatomy_hop
165_24400.jpg,Which anatomical structure lies immediately right of the structure that the clipper used by the operator’s right hand is acting on?,calot_triangle,cystic_artery,Word_Cue,anatomy_hop
166_12950.jpg,"Which tool is used by the assistant’s hand, performing retract on gallbladder?",grasper,grasper,Word_Cue,Instrument
166_12950.jpg,What action is the grasper used by the assistant’s hand performing?,retract,retract,Word_Cue,Action
166_12950.jpg,Which anatomical structure is the grasper used by the assistant’s hand interacting with?,gallbladder,gallbladder,Word_Cue,Target
166_12950.jpg,Which anatomical structure lies immediately below of the structure that the grasper used by the assistant’s hand is acting on?,cystic_duct,cystic_duct,Word_Cue,anatomy_hop
166_12950.jpg,"Which tool is used by the operator’s left hand, performing retract on gallbladder?",grasper,grasper,Word_Cue,Instrument
166_12950.jpg,What action is the grasper used by the operator’s left hand performing?,retract,retract,Word_Cue,Action
166_12950.jpg,Which anatomical structure is the grasper used by the operator’s left hand interacting with?,gallbladder,gallbladder,Word_Cue,Target
166_12950.jpg,Which anatomical structure lies immediately below of the structure that the grasper used by the operator’s left hand is acting on?,cystic_duct,cystic_duct,Word_Cue,anatomy_hop
166_12950.jpg,"Which tool is used by the operator’s right hand, performing dissect on cystic_plate?",hook,hook,Word_Cue,Instrument
166_12950.jpg,What action is the hook used by the operator’s right hand performing?,dissect,dissect,Word_Cue,Action
166_12950.jpg,Which anatomical structure is the hook used by the operator’s right hand interacting with?,cystic_plate,cystic_artery,Word_Cue,Target
166_13700.jpg,"Which tool is used by the assistant’s hand, performing retract on gallbladder?",grasper,grasper,Word_Cue,Instrument
166_13700.jpg,What action is the grasper used by the assistant’s hand performing?,retract,retract,Word_Cue,Action
166_13700.jpg,Which anatomical structure is the grasper used by the assistant’s hand interacting with?,gallbladder,gallbladder,Word_Cue,Target
166_13700.jpg,Which anatomical structure lies immediately below of the structure that the grasper used by the assistant’s hand is acting on?,cystic_duct,cystic_duct,Word_Cue,anatomy_hop
166_13700.jpg,"Which tool is used by the operator’s left hand, performing retract on gallbladder?",grasper,grasper,Word_Cue,Instrument
166_13700.jpg,What action is the grasper used by the operator’s left hand performing?,retract,retract,Word_Cue,Action
166_13700.jpg,Which anatomical structure is the grasper used by the operator’s left hand interacting with?,gallbladder,gallbladder,Word_Cue,Target
166_13700.jpg,Which anatomical structure lies immediately below of the structure that the grasper used by the operator’s left hand is acting on?,cystic_duct,cystic_duct,Word_Cue,anatomy_hop
166_13700.jpg,"Which tool is used by the operator’s right hand, performing dissect on cystic_duct?",hook,hook,Word_Cue,Instrument
166_13700.jpg,What action is the hook used by the operator’s right hand performing?,dissect,dissect,Word_Cue,Action
