image_path,question,GT,Pred,true,pred,sub_tag,sub_sub_tag,main_tag
164_2700_bbox_lt.jpg,"Which tool, operated by the operator’s left hand, is in the red box?",grasper,grasper,8,8,Box_Cue,Instrument,Visual_QA
164_2700_bbox_lt.jpg,What action is grasper in the red box performing?,retract,retract,31,31,Box_Cue,Action,Visual_QA
164_2700_bbox_lt.jpg,Which anatomical structure is the grasper in the red box interacting with?,gallbladder,gallbladder,15,15,Box_Cue,Target,Visual_QA
164_2700_bbox_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper in the red box is acting on?,cystic_duct,cystic_duct,17,17,Box_Cue,anatomy_hop,Visual_QA
164_2700_bbox_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper in the red box is acting on?,calot_triangle,cystic_duct,-1,17,Box_Cue,anatomy_hop,Visual_QA
164_3450_bbox_rt.jpg,"Which tool, operated by the operator’s right hand, is in the red box?",clipper,hook,12,10,Box_Cue,Instrument,Visual_QA
164_3450_bbox_rt.jpg,What action is clipper in the red box performing?,clip,clip,34,34,Box_Cue,Action,Visual_QA
164_3450_bbox_rt.jpg,Which anatomical structure is the clipper in the red box interacting with?,cystic_artery,cystic_plate,18,16,Box_Cue,Target,Visual_QA
164_3450_bbox_rt.jpg,Which anatomical structure lies immediately below of the structure that the clipper in the red box is acting on?,calot_triangle,cystic_duct,-1,17,Box_Cue,anatomy_hop,Visual_QA
164_3450_bbox_rt.jpg,Which anatomical structure lies immediately below of the structure that the clipper in the red box is acting on?,cystic_duct,cystic_duct,17,17,Box_Cue,anatomy_hop,Visual_QA
165_23650_bbox_lt.jpg,"Which tool, operated by the operator’s left hand, is in the red box?",grasper,grasper,8,8,Box_Cue,Instrument,Visual_QA
165_23650_bbox_lt.jpg,What action is grasper in the red box performing?,retract,retract,31,31,Box_Cue,Action,Visual_QA
165_23650_bbox_lt.jpg,Which anatomical structure is the grasper in the red box interacting with?,gallbladder,gallbladder,15,15,Box_Cue,Target,Visual_QA
165_23650_bbox_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper in the red box is acting on?,cystic_duct,cystic_plate,17,16,Box_Cue,anatomy_hop,Visual_QA
165_23650_bbox_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper in the red box is acting on?,calot_triangle,cystic_plate,-1,16,Box_Cue,anatomy_hop,Visual_QA
165_24400_bbox_lt.jpg,"Which tool, operated by the operator’s left hand, is in the red box?",grasper,grasper,8,8,Box_Cue,Instrument,Visual_QA
165_24400_bbox_lt.jpg,What action is grasper in the red box performing?,retract,retract,31,31,Box_Cue,Action,Visual_QA
165_24400_bbox_lt.jpg,Which anatomical structure is the grasper in the red box interacting with?,gallbladder,gallbladder,15,15,Box_Cue,Target,Visual_QA
165_24400_bbox_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper in the red box is acting on?,cystic_duct,cystic_plate,17,16,Box_Cue,anatomy_hop,Visual_QA
165_24400_bbox_lt.jpg,Which anatomical structure lies immediately right of the structure that the grasper in the red box is acting on?,calot_triangle,cystic_plate,-1,16,Box_Cue,anatomy_hop,Visual_QA
165_24400_bbox_rt.jpg,"Which tool, operated by the operator’s right hand, is in the red box?",clipper,hook,12,10,Box_Cue,Instrument,Visual_QA
165_24400_bbox_rt.jpg,What action is clipper in the red box performing?,clip,clip,34,34,Box_Cue,Action,Visual_QA
165_24400_bbox_rt.jpg,Which anatomical structure is the clipper in the red box interacting with?,cystic_duct,cystic_plate,17,16,Box_Cue,Target,Visual_QA
165_24400_bbox_rt.jpg,Which anatomical structure lies immediately left of the structure that the clipper in the red box is acting on?,gallbladder,gallbladder,15,15,Box_Cue,anatomy_hop,Visual_QA
165_24400_bbox_rt.jpg,Which anatomical structure lies immediately right of the structure that the clipper in the red box is acting on?,calot_triangle,cystic_plate,-1,16,Box_Cue,anatomy_hop,Visual_QA
166_12950_bbox_assi.jpg,"Which tool, operated by the assistant’s hand, is in the red box?",grasper,grasper,8,8,Box_Cue,Instrument,Visual_QA
166_12950_bbox_assi.jpg,What action is grasper in the red box performing?,retract,retract,31,31,Box_Cue,Action,Visual_QA
166_12950_bbox_assi.jpg,Which anatomical structure is the grasper in the red box interacting with?,gallbladder,gallbladder,15,15,Box_Cue,Target,Visual_QA
166_12950_bbox_assi.jpg,Which anatomical structure lies immediately below of the structure that the grasper in the red box is acting on?,cystic_duct,cystic_plate,17,16,Box_Cue,anatomy_hop,Visual_QA
166_12950_bbox_lt.jpg,"Which tool, operated by the operator’s left hand, is in the red box?",grasper,grasper,8,8,Box_Cue,Instrument,Visual_QA
166_12950_bbox_lt.jpg,What action is grasper in the red box performing?,retract,retract,31,31,Box_Cue,Action,Visual_QA
166_12950_bbox_lt.jpg,Which anatomical structure is the grasper in the red box interacting with?,gallbladder,gallbladder,15,15,Box_Cue,Target,Visual_QA
166_12950_bbox_lt.jpg,Which anatomical structure lies immediately below of the structure that the grasper in the red box is acting on?,cystic_duct,cystic_plate,17,16,Box_Cue,anatomy_hop,Visual_QA
166_12950_bbox_rt.jpg,"Which tool, operated by the operator’s right hand, is in the red box?",hook,hook,10,10,Box_Cue,Instrument,Visual_QA
166_12950_bbox_rt.jpg,What action is hook in the red box performing?,dissect,dissect,32,32,Box_Cue,Action,Visual_QA
166_12950_bbox_rt.jpg,Which anatomical structure is the hook in the red box interacting with?,cystic_plate,cystic_plate,16,16,Box_Cue,Target,Visual_QA
166_13700_bbox_assi.jpg,"Which tool, operated by the assistant’s hand, is in the red box?",grasper,grasper,8,8,Box_Cue,Instrument,Visual_QA
166_13700_bbox_assi.jpg,What action is grasper in the red box performing?,retract,retract,31,31,Box_Cue,Action,Visual_QA
166_13700_bbox_assi.jpg,Which anatomical structure is the grasper in the red box interacting with?,gallbladder,gallbladder,15,15,Box_Cue,Target,Visual_QA
166_13700_bbox_assi.jpg,Which anatomical structure lies immediately below of the structure that the grasper in the red box is acting on?,cystic_duct,cystic_plate,17,16,Box_Cue,anatomy_hop,Visual_QA
166_13700_bbox_lt.jpg,"Which tool, operated by the operator’s left hand, is in the red box?",grasper,grasper,8,8,Box_Cue,Instrument,Visual_QA
